"fixed acidity","volatile acidity","citric acid","residual sugar","chlorides","free sulfur dioxide","total sulfur dioxide","density","pH","sulphates","alcohol","additional info","quality"
7.5,0.58,0.56,3.1,0.153,5,14,0.99476,3.21,1.03,11.6,0.2585260281409,6
8.7,0.78,0.51,1.7,0.415,12,66,0.99623,3,1.17,9.2,-0.774950649613118,5
7.7,0.75,0.27,3.8,0.11,34,89,0.99664,3.24,0.45,9.3,0.062380123649278,5
6.8,0.815,0,1.2,0.267,16,29,0.99471,3.32,0.51,9.8,-0.504512834725031,3
7.2,0.56,0.26,2,0.083,13,100,0.99586,3.26,0.52,9.9,-0.0900631245572158,5
8.2,0.885,0.2,1.4,0.086,7,31,0.9946,3.11,0.46,10,-0.646970119264896,5
5.2,0.49,0.26,2.3,0.09,23,74,0.9953,3.71,0.62,12.2,0.892175594160134,6
7.2,0.45,0.15,2,0.078,10,28,0.99609,3.29,0.51,9.9,-1.73185270318374,6
7.5,0.57,0.02,2.6,0.077,11,35,0.99557,3.36,0.62,10.8,-1.15562061690673,6
7.5,0.57,0.02,2.6,0.077,11,35,0.99557,3.36,0.62,10.8,0.440421032694893,6
6.8,0.83,0.09,1.8,0.074,4,25,0.99534,3.38,0.45,9.6,-0.862139608333255,5
8,0.6,0.22,2.1,0.08,25,105,0.99613,3.3,0.49,9.9,-0.202216459035698,5
8,0.6,0.22,2.1,0.08,25,105,0.99613,3.3,0.49,9.9,-0.25668135427488,5
7.1,0.755,0.15,1.8,0.107,20,84,0.99593,3.19,0.5,9.5,-0.894829421908555,5
8,0.81,0.25,3.4,0.076,34,85,0.99668,3.19,0.42,9.2,0.0341651792354178,5
7.4,0.64,0.07,1.8,0.1,8,23,0.9961,3.3,0.58,9.6,0.271837871795692,5
7.4,0.64,0.07,1.8,0.1,8,23,0.9961,3.3,0.58,9.6,-0.104797188217222,5
6.6,0.64,0.31,6.1,0.083,7,49,0.99718,3.35,0.68,10.3,-0.199148163996639,5
6.7,0.48,0.02,2.2,0.08,36,111,0.99524,3.1,0.53,9.7,0.50913059871601,5
6,0.49,0,2.3,0.068,15,33,0.99292,3.58,0.59,12.5,0.333653386750995,6
8,0.64,0.22,2.4,0.094,5,33,0.99612,3.37,0.58,11,-0.101481797569277,5
7.1,0.62,0.06,1.3,0.07,5,12,0.9942,3.17,0.48,9.8,-0.990343613463494,5
8,0.52,0.25,2,0.078,19,59,0.99612,3.3,0.48,10.2,0.111651997271576,5
6.4,0.57,0.14,3.9,0.07,27,73,0.99669,3.32,0.48,9.2,-0.406949639249664,5
8.6,0.685,0.1,1.6,0.092,3,12,0.99745,3.31,0.65,9.55,1.24177527308522,6
8.7,0.675,0.1,1.6,0.09,4,11,0.99745,3.31,0.65,9.55,1.13416058302166,5
7.3,0.59,0.26,2,0.08,17,104,0.99584,3.28,0.52,9.9,0.0477116504126587,5
7,0.6,0.12,2.2,0.083,13,28,0.9966,3.52,0.62,10.2,-0.224380041017985,7
7.2,0.67,0,2.2,0.068,10,24,0.9956,3.42,0.72,11.1,0.260517607916735,6
7.9,0.69,0.21,2.1,0.08,33,141,0.9962,3.25,0.51,9.9,0.562989649795314,5
7.9,0.69,0.21,2.1,0.08,33,141,0.9962,3.25,0.51,9.9,1.13873015429765,5
7.6,0.3,0.42,2,0.052,6,24,0.9963,3.44,0.82,11.9,0.64650513792644,6
7.2,0.33,0.33,1.7,0.061,3,13,0.996,3.23,1.1,10,-0.386839387406379,8
8,0.5,0.39,2.6,0.082,12,46,0.9985,3.43,0.62,10.7,-1.49581348242679,6
7.7,0.28,0.3,2,0.062,18,34,0.9952,3.28,0.9,11.3,-0.0354506538812113,7
8.2,0.24,0.34,5.1,0.062,8,22,0.9974,3.22,0.94,10.9,-0.968226632432797,6
6,0.51,0,2.1,0.064,40,54,0.995,3.54,0.93,10.7,1.12960138091219,6
8.1,0.29,0.36,2.2,0.048,35,53,0.995,3.27,1.01,12.4,0.479120718298661,7
6,0.51,0,2.1,0.064,40,54,0.995,3.54,0.93,10.7,1.83576979042268,6
6.6,0.96,0,1.8,0.082,5,16,0.9936,3.5,0.44,11.9,-1.69929545233055,6
6.4,0.47,0.4,2.4,0.071,8,19,0.9963,3.56,0.73,10.6,-1.36346567880309,6
8.2,0.24,0.34,5.1,0.062,8,22,0.9974,3.22,0.94,10.9,-0.089747705891797,6
9.9,0.57,0.25,2,0.104,12,89,0.9963,3.04,0.9,10.1,1.2605585784468,5
10,0.32,0.59,2.2,0.077,3,15,0.9994,3.2,0.78,9.6,-0.477077755496721,5
6.2,0.58,0,1.6,0.065,8,18,0.9966,3.56,0.84,9.4,-0.753878363741422,5
10,0.32,0.59,2.2,0.077,3,15,0.9994,3.2,0.78,9.6,-0.215804647493293,5
7.3,0.34,0.33,2.5,0.064,21,37,0.9952,3.35,0.77,12.1,0.996410928214721,7
7.8,0.53,0.01,1.6,0.077,3,19,0.995,3.16,0.46,9.8,2.49437876855549,5
7.7,0.64,0.21,2.2,0.077,32,133,0.9956,3.27,0.45,9.9,0.00273626033936658,5
7.8,0.53,0.01,1.6,0.077,3,19,0.995,3.16,0.46,9.8,1.54869143923164,5
7.5,0.4,0.18,1.6,0.079,24,58,0.9965,3.34,0.58,9.4,0.175504110329181,5
7,0.54,0,2.1,0.079,39,55,0.9956,3.39,0.84,11.4,-0.392726922754728,6
6.4,0.53,0.09,3.9,0.123,14,31,0.9968,3.5,0.67,11,-0.812302855848921,4
8.3,0.26,0.37,1.4,0.076,8,23,0.9974,3.26,0.7,9.6,0.761475337602793,6
8.3,0.26,0.37,1.4,0.076,8,23,0.9974,3.26,0.7,9.6,0.62290801036903,6
7.7,0.23,0.37,1.8,0.046,23,60,0.9971,3.41,0.71,12.1,-1.57238311655844,6
7.6,0.41,0.33,2.5,0.078,6,23,0.9957,3.3,0.58,11.2,0.558897677523476,5
7.8,0.64,0,1.9,0.072,27,55,0.9962,3.31,0.63,11,-0.141277006445307,5
7.9,0.18,0.4,2.2,0.049,38,67,0.996,3.33,0.93,11.3,-0.491505897872812,5
7.4,0.41,0.24,1.8,0.066,18,47,0.9956,3.37,0.62,10.4,2.30926929211442,5
7.6,0.43,0.31,2.1,0.069,13,74,0.9958,3.26,0.54,9.9,-0.87260370886298,6
5.9,0.44,0,1.6,0.042,3,11,0.9944,3.48,0.85,11.7,0.052260291161705,6
6.1,0.4,0.16,1.8,0.069,11,25,0.9955,3.42,0.74,10.1,-1.72712929681614,7
10.2,0.54,0.37,15.4,0.214,55,95,1.00369,3.18,0.77,9,1.17520371418359,6
10.2,0.54,0.37,15.4,0.214,55,95,1.00369,3.18,0.77,9,0.738425096258472,6
10,0.38,0.38,1.6,0.169,27,90,0.99914,3.15,0.65,8.5,-1.65050600033525,5
6.8,0.915,0.29,4.8,0.07,15,39,0.99577,3.53,0.54,11.1,-0.819131381043485,5
7,0.59,0,1.7,0.052,3,8,0.996,3.41,0.47,10.3,-1.31738869528136,5
7.3,0.67,0.02,2.2,0.072,31,92,0.99566,3.32,0.68,11.0666666666667,0.053845271540859,6
7.2,0.37,0.32,2,0.062,15,28,0.9947,3.23,0.73,11.3,0.0795408449019977,7
7.4,0.785,0.19,5.2,0.094,19,98,0.99713,3.16,0.52,9.56666666666667,-0.435872059571235,6
6.9,0.63,0.02,1.9,0.078,18,30,0.99712,3.4,0.75,9.8,0.259571212717638,5
6.9,0.58,0.2,1.75,0.058,8,22,0.99322,3.38,0.49,11.7,-0.842285507435635,5
7.3,0.67,0.02,2.2,0.072,31,92,0.99566,3.32,0.68,11.1,0.480674837600916,6
7.4,0.785,0.19,5.2,0.094,19,98,0.99713,3.16,0.52,9.6,-0.436004199002899,6
6.9,0.63,0.02,1.9,0.078,18,30,0.99712,3.4,0.75,9.8,0.6187319282608,5
6.8,0.67,0,1.9,0.08,22,39,0.99701,3.4,0.74,9.7,-1.45825091535271,5
6.9,0.58,0.01,1.9,0.08,40,54,0.99683,3.4,0.73,9.7,-0.0869803599726052,5
7.2,0.38,0.31,2,0.056,15,29,0.99472,3.23,0.76,11.3,1.71427243573535,8
7.2,0.37,0.32,2,0.062,15,28,0.9947,3.23,0.73,11.3,0.864302339071884,7
7.8,0.32,0.44,2.7,0.104,8,17,0.99732,3.33,0.78,11,1.04331684224778,7
6.6,0.58,0.02,2,0.062,37,53,0.99374,3.35,0.76,11.6,0.179045431842369,7
7.6,0.49,0.33,1.9,0.074,27,85,0.99706,3.41,0.58,9,-0.0100349154797367,5
11.7,0.45,0.63,2.2,0.073,7,23,0.99974,3.21,0.69,10.9,-0.542327931269775,6
6.5,0.9,0,1.6,0.052,9,17,0.99467,3.5,0.63,10.9,-1.06566898821464,6
6,0.54,0.06,1.8,0.05,38,89,0.99236,3.3,0.5,10.55,1.68722327444071,6
7.6,0.49,0.33,1.9,0.074,27,85,0.99706,3.41,0.58,9,-0.180554649345675,5
8.4,0.29,0.4,1.7,0.067,8,20,0.99603,3.39,0.6,10.5,-0.266681249707272,5
7.9,0.2,0.35,1.7,0.054,7,15,0.99458,3.32,0.8,11.9,-0.470450714479379,7
6.4,0.42,0.09,2.3,0.054,34,64,0.99724,3.41,0.68,10.4,-1.22510264264701,6
6.2,0.785,0,2.1,0.06,6,13,0.99664,3.59,0.61,10,0.872858074373223,4
6.8,0.64,0.03,2.3,0.075,14,31,0.99545,3.36,0.58,10.4,0.88312988007621,6
6.9,0.63,0.01,2.4,0.076,14,39,0.99522,3.34,0.53,10.8,-0.643506785767563,6
6.8,0.59,0.1,1.7,0.063,34,53,0.9958,3.41,0.67,9.7,0.154853976777227,5
6.8,0.59,0.1,1.7,0.063,34,53,0.9958,3.41,0.67,9.7,1.49616746396112,5
7.3,0.48,0.32,2.1,0.062,31,54,0.99728,3.3,0.65,10,-0.737571183500449,7
6.7,1.04,0.08,2.3,0.067,19,32,0.99648,3.52,0.57,11,-0.0315189301803966,4
7.3,0.48,0.32,2.1,0.062,31,54,0.99728,3.3,0.65,10,1.00020672509189,7
7.3,0.98,0.05,2.1,0.061,20,49,0.99705,3.31,0.55,9.7,-1.21076519187061,3
10,0.69,0.11,1.4,0.084,8,24,0.99578,2.88,0.47,9.7,0.992103761230554,5
6.7,0.7,0.08,3.75,0.067,8,16,0.99334,3.43,0.52,12.6,0.0408871442929998,5
7.6,0.35,0.6,2.6,0.073,23,44,0.99656,3.38,0.79,11.1,0.623131311767755,6
6.1,0.6,0.08,1.8,0.071,14,45,0.99336,3.38,0.54,11,0.446969869290564,5
9.9,0.5,0.5,13.8,0.205,48,82,1.00242,3.16,0.75,8.8,0.994943359476443,5
5.3,0.47,0.11,2.2,0.048,16,89,0.99182,3.54,0.88,13.5666666666667,0.0678431962850547,7
9.9,0.5,0.5,13.8,0.205,48,82,1.00242,3.16,0.75,8.8,0.259091200114029,5
5.3,0.47,0.11,2.2,0.048,16,89,0.99182,3.54,0.88,13.6,1.77969341698915,7
7.1,0.875,0.05,5.7,0.082,3,14,0.99808,3.4,0.52,10.2,-1.80296047907915,3
8.2,0.28,0.6,3,0.104,10,22,0.99828,3.39,0.68,10.6,0.546433726185398,5
5.6,0.62,0.03,1.5,0.08,6,13,0.99498,3.66,0.62,10.1,0.578419069590153,4
8.2,0.28,0.6,3,0.104,10,22,0.99828,3.39,0.68,10.6,1.32834825625007,5
7.2,0.58,0.54,2.1,0.114,3,9,0.99719,3.33,0.57,10.3,0.260107571135252,4
8.1,0.33,0.44,1.5,0.042,6,12,0.99542,3.35,0.61,10.7,-0.117542282329378,5
6.8,0.91,0.06,2,0.06,4,11,0.99592,3.53,0.64,10.9,-0.0293340140558373,4
7,0.655,0.16,2.1,0.074,8,25,0.99606,3.37,0.55,9.7,-0.744159764020715,5
6.8,0.68,0.21,2.1,0.07,9,23,0.99546,3.38,0.6,10.3,0.564524307486792,5
6,0.64,0.05,1.9,0.066,9,17,0.99496,3.52,0.78,10.6,1.59281520282076,5
5.6,0.54,0.04,1.7,0.049,5,13,0.9942,3.72,0.58,11.4,0.0396574671537128,5
6.2,0.57,0.1,2.1,0.048,4,11,0.99448,3.44,0.76,10.8,1.93811017574386,6
7.1,0.22,0.49,1.8,0.039,8,18,0.99344,3.39,0.56,12.4,0.261100432011048,6
5.6,0.54,0.04,1.7,0.049,5,13,0.9942,3.72,0.58,11.4,0.242869639957684,5
6.2,0.65,0.06,1.6,0.05,6,18,0.99348,3.57,0.54,11.95,-1.20297643857189,5
7.7,0.54,0.26,1.9,0.089,23,147,0.99636,3.26,0.59,9.7,0.368946772882226,5
6.4,0.31,0.09,1.4,0.066,15,28,0.99459,3.42,0.7,10,-1.4982057545455,7
7,0.43,0.02,1.9,0.08,15,28,0.99492,3.35,0.81,10.6,0.464378737112193,6
7.7,0.54,0.26,1.9,0.089,23,147,0.99636,3.26,0.59,9.7,1.13265329208666,5
6.9,0.74,0.03,2.3,0.054,7,16,0.99508,3.45,0.63,11.5,-0.40221827742782,6
6.6,0.895,0.04,2.3,0.068,7,13,0.99582,3.53,0.58,10.8,-1.98996193033546,6
6.9,0.74,0.03,2.3,0.054,7,16,0.99508,3.45,0.63,11.5,-1.71954500394721,6
7.5,0.725,0.04,1.5,0.076,8,15,0.99508,3.26,0.53,9.6,-0.485743599288237,5
7.8,0.82,0.29,4.3,0.083,21,64,0.99642,3.16,0.53,9.4,-1.13078404128643,5
7.3,0.585,0.18,2.4,0.078,15,60,0.99638,3.31,0.54,9.8,1.22473003893869,5
6.2,0.44,0.39,2.5,0.077,6,14,0.99555,3.51,0.69,11,-1.19382129651233,6
7.5,0.38,0.57,2.3,0.106,5,12,0.99605,3.36,0.55,11.4,1.11105608592383,6
6.7,0.76,0.02,1.8,0.078,6,12,0.996,3.55,0.63,9.95,-0.189011429396031,3
6.8,0.81,0.05,2,0.07,6,14,0.99562,3.51,0.66,10.8,1.64321623730442,6
7.5,0.38,0.57,2.3,0.106,5,12,0.99605,3.36,0.55,11.4,-0.661548256750841,6
7.1,0.27,0.6,2.1,0.074,17,25,0.99814,3.38,0.72,10.6,0.125879755451435,6
7.9,0.18,0.4,1.8,0.062,7,20,0.9941,3.28,0.7,11.1,0.68724044465948,5
6.4,0.36,0.21,2.2,0.047,26,48,0.99661,3.47,0.77,9.7,0.0917216426430229,6
7.1,0.69,0.04,2.1,0.068,19,27,0.99712,3.44,0.67,9.8,0.0511455963497095,5
6.4,0.79,0.04,2.2,0.061,11,17,0.99588,3.53,0.65,10.4,0.892067021552275,6
6.4,0.56,0.15,1.8,0.078,17,65,0.99294,3.33,0.6,10.5,1.4117190332118,6
6.9,0.84,0.21,4.1,0.074,16,65,0.99842,3.53,0.72,9.23333333333333,-1.00036976028966,6
6.9,0.84,0.21,4.1,0.074,16,65,0.99842,3.53,0.72,9.25,-0.856358439502253,6
6.1,0.32,0.25,2.3,0.071,23,58,0.99633,3.42,0.97,10.6,-1.00370856873702,5
6.5,0.53,0.06,2,0.063,29,44,0.99489,3.38,0.83,10.3,0.351748729798034,6
7.4,0.47,0.46,2.2,0.114,7,20,0.99647,3.32,0.63,10.5,0.443457283258225,5
6.6,0.7,0.08,2.6,0.106,14,27,0.99665,3.44,0.58,10.2,0.443251189300134,5
6.5,0.53,0.06,2,0.063,29,44,0.99489,3.38,0.83,10.3,0.824100456840703,6
6.9,0.48,0.2,1.9,0.082,9,23,0.99585,3.39,0.43,9.05,0.00272634919672608,4
6.1,0.32,0.25,2.3,0.071,23,58,0.99633,3.42,0.97,10.6,-0.76057194700127,5
6.8,0.48,0.25,2,0.076,29,61,0.9953,3.34,0.6,10.4,0.295281540753375,5
6,0.42,0.19,2,0.075,22,47,0.99522,3.39,0.78,10,-0.606553109098746,6
6.7,0.48,0.08,2.1,0.064,18,34,0.99552,3.33,0.64,9.7,0.742723414509843,5
6.8,0.47,0.08,2.2,0.064,18,38,0.99553,3.3,0.65,9.6,-0.70922238379799,6
7.1,0.53,0.07,1.7,0.071,15,24,0.9951,3.29,0.66,10.8,-0.506451978680297,6
7.9,0.29,0.49,2.2,0.096,21,59,0.99714,3.31,0.67,10.1,2.16928008091329,6
7.1,0.69,0.08,2.1,0.063,42,52,0.99608,3.42,0.6,10.2,0.515250341609482,6
6.6,0.44,0.09,2.2,0.063,9,18,0.99444,3.42,0.69,11.3,-0.166275715170415,6
6.1,0.705,0.1,2.8,0.081,13,28,0.99631,3.6,0.66,10.2,-0.153663996527811,5
7.2,0.53,0.13,2,0.058,18,22,0.99573,3.21,0.68,9.9,1.90934541609451,6
8,0.39,0.3,1.9,0.074,32,84,0.99717,3.39,0.61,9,1.24218670939988,5
6.6,0.56,0.14,2.4,0.064,13,29,0.99397,3.42,0.62,11.7,0.847369269981008,7
7,0.55,0.13,2.2,0.075,15,35,0.9959,3.36,0.59,9.7,-1.29603301029955,6
6.1,0.53,0.08,1.9,0.077,24,45,0.99528,3.6,0.68,10.3,-0.417199643629959,6
5.4,0.58,0.08,1.9,0.059,20,31,0.99484,3.5,0.64,10.2,-1.57047856871402,6
6.2,0.64,0.09,2.5,0.081,15,26,0.99538,3.57,0.63,12,-0.246445329871824,5
7.2,0.39,0.32,1.8,0.065,34,60,0.99714,3.46,0.78,9.9,0.2237668767732,5
6.2,0.52,0.08,4.4,0.071,11,32,0.99646,3.56,0.63,11.6,2.45789016980177,6
7.4,0.25,0.29,2.2,0.054,19,49,0.99666,3.4,0.76,10.9,-0.456400107487979,7
6.7,0.855,0.02,1.9,0.064,29,38,0.99472,3.3,0.56,10.75,-0.86974264570265,6
11.1,0.44,0.42,2.2,0.064,14,19,0.99758,3.25,0.57,10.4,0.906500153263297,6
8.4,0.37,0.43,2.3,0.063,12,19,0.9955,3.17,0.81,11.2,-1.90235159782731,7
6.5,0.63,0.33,1.8,0.059,16,28,0.99531,3.36,0.64,10.1,-0.669921751960684,6
7,0.57,0.02,2,0.072,17,26,0.99575,3.36,0.61,10.2,-0.867364381891873,5
6.3,0.6,0.1,1.6,0.048,12,26,0.99306,3.55,0.51,12.1,-0.406760840591998,5
11.2,0.4,0.5,2,0.099,19,50,0.99783,3.1,0.58,10.4,0.599370685766453,5
7.4,0.36,0.3,1.8,0.074,17,24,0.99419,3.24,0.7,11.4,-0.251664248512002,8
7.1,0.68,0,2.3,0.087,17,26,0.99783,3.45,0.53,9.5,-0.0832036417949069,5
7.1,0.67,0,2.3,0.083,18,27,0.99768,3.44,0.54,9.4,-0.87878806119609,5
6.3,0.68,0.01,3.7,0.103,32,54,0.99586,3.51,0.66,11.3,-1.23425050328223,6
7.3,0.735,0,2.2,0.08,18,28,0.99765,3.41,0.6,9.4,0.0792463753979036,5
6.6,0.855,0.02,2.4,0.062,15,23,0.99627,3.54,0.6,11,-0.988197472971432,6
7,0.56,0.17,1.7,0.065,15,24,0.99514,3.44,0.68,10.55,-1.95857483799126,7
6.6,0.88,0.04,2.2,0.066,12,20,0.99636,3.53,0.56,9.9,0.405887136735726,5
6.6,0.855,0.02,2.4,0.062,15,23,0.99627,3.54,0.6,11,2.52460442399975,6
6.9,0.63,0.33,6.7,0.235,66,115,0.99787,3.22,0.56,9.5,0.959586893385418,5
7.8,0.6,0.26,2,0.08,31,131,0.99622,3.21,0.52,9.9,0.774224966359354,5
7.8,0.6,0.26,2,0.08,31,131,0.99622,3.21,0.52,9.9,-0.719681853897797,5
7.8,0.6,0.26,2,0.08,31,131,0.99622,3.21,0.52,9.9,-1.04751598308164,5
7.2,0.695,0.13,2,0.076,12,20,0.99546,3.29,0.54,10.1,-1.25189207057261,5
7.2,0.695,0.13,2,0.076,12,20,0.99546,3.29,0.54,10.1,0.361736370830231,5
7.2,0.695,0.13,2,0.076,12,20,0.99546,3.29,0.54,10.1,0.288052666669816,5
6.7,0.67,0.02,1.9,0.061,26,42,0.99489,3.39,0.82,10.9,-1.7866343506341,6
6.7,0.16,0.64,2.1,0.059,24,52,0.99494,3.34,0.71,11.2,-0.677997429341353,6
7.2,0.695,0.13,2,0.076,12,20,0.99546,3.29,0.54,10.1,0.0377405613006001,5
7,0.56,0.13,1.6,0.077,25,42,0.99629,3.34,0.59,9.2,0.623676458744597,5
6.2,0.51,0.14,1.9,0.056,15,34,0.99396,3.48,0.57,11.5,-1.21643685327243,6
6.4,0.36,0.53,2.2,0.23,19,35,0.9934,3.37,0.93,12.4,-2.38739817144015,6
6.4,0.38,0.14,2.2,0.038,15,25,0.99514,3.44,0.65,11.1,0.624059492695741,6
7.3,0.69,0.32,2.2,0.069,35,104,0.99632,3.33,0.51,9.5,-0.591773612706393,5
6,0.58,0.2,2.4,0.075,15,50,0.99467,3.58,0.67,12.5,-0.175111735019902,6
5.6,0.31,0.78,13.9,0.074,23,92,0.99677,3.39,0.48,10.5,0.440122802571311,6
7.5,0.52,0.4,2.2,0.06,12,20,0.99474,3.26,0.64,11.8,1.68314429986672,6
8,0.3,0.63,1.6,0.081,16,29,0.99588,3.3,0.78,10.8,-0.0231048087744802,6
6.2,0.7,0.15,5.1,0.076,13,27,0.99622,3.54,0.6,11.9,-0.635761989312053,6
6.8,0.67,0.15,1.8,0.118,13,20,0.9954,3.42,0.67,11.3,0.992862856335257,6
6.2,0.56,0.09,1.7,0.053,24,32,0.99402,3.54,0.6,11.3,-0.167284747899427,5
7.4,0.35,0.33,2.4,0.068,9,26,0.9947,3.36,0.6,11.9,-0.70154987600871,6
6.2,0.56,0.09,1.7,0.053,24,32,0.99402,3.54,0.6,11.3,-0.356885592726528,5
6.1,0.715,0.1,2.6,0.053,13,27,0.99362,3.57,0.5,11.9,-0.465986892134042,5
6.2,0.46,0.29,2.1,0.074,32,98,0.99578,3.33,0.62,9.8,0.69822862792987,5
6.7,0.32,0.44,2.4,0.061,24,34,0.99484,3.29,0.8,11.6,0.203853494056057,7
7.2,0.39,0.44,2.6,0.066,22,48,0.99494,3.3,0.84,11.5,0.789754512739068,6
7.5,0.31,0.41,2.4,0.065,34,60,0.99492,3.34,0.85,11.4,0.172622383583312,6
5.8,0.61,0.11,1.8,0.066,18,28,0.99483,3.55,0.66,10.9,-0.184039321279491,6
7.2,0.66,0.33,2.5,0.068,34,102,0.99414,3.27,0.78,12.8,-0.207721645503465,6
6.6,0.725,0.2,7.8,0.073,29,79,0.9977,3.29,0.54,9.2,-0.19454674334498,5
6.3,0.55,0.15,1.8,0.077,26,35,0.99314,3.32,0.82,11.6,-0.107644204977884,6
5.4,0.74,0.09,1.7,0.089,16,26,0.99402,3.67,0.56,11.6,0.47191130108229,6
6.3,0.51,0.13,2.3,0.076,29,40,0.99574,3.42,0.75,11,0.897263228827822,6
6.8,0.62,0.08,1.9,0.068,28,38,0.99651,3.42,0.82,9.5,1.05850180963475,6
6.2,0.6,0.08,2,0.09,32,44,0.9949,3.45,0.58,10.5,0.291381380722334,5
5.9,0.55,0.1,2.2,0.062,39,51,0.99512,3.52,0.76,11.2,-0.0676128523854526,6
6.3,0.51,0.13,2.3,0.076,29,40,0.99574,3.42,0.75,11,0.372103837284887,6
5.9,0.645,0.12,2,0.075,32,44,0.99547,3.57,0.71,10.2,0.886632443649704,5
6,0.31,0.47,3.6,0.067,18,42,0.99549,3.39,0.66,11,-1.2737551204324,6
